"","headline","article_nmbr","text","linenumber"
"96","Title: The Chinese Invasion:   [HOME EDITION ]",3,"But it turned out that Japan was not one big, unstoppable economic machine. Its economy has been in the tank, while ours has thrived, for most of the period since the Japanophobia pandemic. The Japanese are not robots. A touching human weakness -- vanity -- caused them to overpay for prestigious American assets such as Rockefeller Center and Columbia Pictures, which they then managed badly. And who today feels humiliated because a major studio is named ""Sony"" -- or even thinks of Sony as especially Japanese, or even foreign?",96
"97","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Old-fashioned economics has more to say about these episodes than cultural theorizing does. Economic point No. 1 is that if there is a problem, it's our fault, not theirs. When you spend more than you earn (or consume more than you produce), you go into debt. We've been doing that with a vengeance lately, both as individuals and as a society, through the government. Others then have your IOUs.",97
"98","Title: The Chinese Invasion:   [HOME EDITION ]",3,"In international trade, these IOUs are known as ""dollars,"" and they're ultimately only good for one thing: buying stuff from the United States. For misguided reasons of its own, China keeps its currency and consumer demand artificially low, resulting in a larger trade imbalance: We buy a lot more from them than they buy from us. But another way to look at it is that they send us all those lovely things on the shelves at Wal-Mart and we send them in exchange small pieces of paper. (Or actually not even that: just some electronic pulses representing pieces of paper called dollars.)",98
"99","Title: The Chinese Invasion:   [HOME EDITION ]",3,"We complain about this. But when they start spending their dollars instead of hoarding them, we are horrified at what they are able to buy: IBM's ThinkPad computer line, the Maytag appliance brand name, an oil company (Unocal). But it is our own spendthrift ways that supply the dollars. If foreigners ever lost interest in accumulating or spending dollars, we would really be in trouble.",99
"100","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Economic point No. 2 is the golden oldie: Free trade is good, even if it is unilateral. The United States benefits from being open to anything China wishes to sell to us, whether or not China reciprocates. Trade is disruptive. But people tend to focus on the lost jobs and lose sight of the cheap shirts.",100
"101","Title: The Chinese Invasion:   [HOME EDITION ]",3,"During the Japan fuss, this trade-off was often described as destroying a blue-collar worker's life so that a yuppie could drive a Lexus. But imports from China tend to be more down-market. They effectively raise the standard of living of the lowest-income Americans. The much smaller number of Americans who are hurt by trade deserve generous help from the vast majority who benefit from it. But restricting trade with China to help those few would harm the many.",101
"102","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Then there's globalization, the third economic reality. In the emerging world economy, American investors will own shares in Chinese companies that invest in Albania or Zambia, and so on. Already, much of what we are buying ""from China"" is being produced by U.S. companies there, and today's anti-Beijing chorus overlooks the extent to which our culture is changing China in our image.",102
"103","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Americans needn't fear the prospect of the world's largest country joining the global middle class. This -- or the more prosaic possibility that some country might definitively unseat the United States as the world's richest country -- is not some tragic possibility that Americans must acknowledge with good grace or world- weary resignation (like the British waving farewell to their empire). The wealth of other nations is good for Americans in the narrowest selfish terms.",103
"104","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Title: The Chinese Invasion:   [HOME EDITION ]",104
"105","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Pages: M.4",105
"106","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Publication date: Jul 3, 2005",106
"107","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Publication subject: General Interest Periodicals--United States",107
"108","Title: The Chinese Invasion:   [HOME EDITION ]",3,"ISSN: 04583035",108
"109","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Language of publication: English",109
"110","Title: The Chinese Invasion:   [HOME EDITION ]",3,"ProQuest document ID: 422082863",110
"111","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Document URL: https://search.proquest.com/docview/422082863?accountid=41449",111
"112","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Copyright: (Copyright (c) 2005 Los Angeles Times)",112
"113","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Last updated: 2017-11-14",113
"114","Title: The Chinese Invasion:   [HOME EDITION ]",3,"Database: ProQuest Central",114
"115","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"STARTOFARTICLE",115
"116","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron",116
"117","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]18 July 2005: C.1.",117
"118","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"https://search.proquest.com/docview/422027535?accountid=41449",118
"119","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"Abstract: For the last month, [Peter Robertson] has been the public face of Chevron as the San Ramon oil giant tries to undercut CNOOC's chances in what has become a caustic and politically charged battle for Unocal Corp. and its worldwide energy assets. His task is a delicate one: Sink the Chinese oil company's buyout offer without damaging relations with CNOOC, a partner and customer on some Chevron projects. CNOOC has fought back with its own team of lobbyists and a series of ads in publications that cater to Congress urging them to ""learn the facts about CNOOC's bid to buy Unocal."" Those facts, CNOOC said, are that the deal would pose no threat to U.S. national security, that Unocal's domestic production would stay in the U.S. and that CNOOC would protect Unocal jobs. WORKING TOGETHER: CNOOC has been both a Chevron partner and customer. Above, the North West Shelf Venture, a liquefied natural gas project in Australia where Chevron and five other firms have formed a partnership with CNOOC to deliver gas to China.; PHOTOGRAPHER: Chevron Corp.; POINT MAN: Chevron's Peter Robertson has led the effort to derail CNOOC's bid.; PHOTOGRAPHER: Chevron Corp.",119
"120","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"Full text: Chevron Corp. Vice Chairman Peter Robertson has a message for rival CNOOC Ltd. -- don't take it personally.",120
"121","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"For the last month, Robertson has been the public face of Chevron as the San Ramon oil giant tries to undercut CNOOC's chances in what has become a caustic and politically charged battle for Unocal Corp. and its worldwide energy assets. His task is a delicate one: Sink the Chinese oil company's buyout offer without damaging relations with CNOOC, a partner and customer on some Chevron projects.",121
"122","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"""It's hard, but at the end of the day, hopefully, we're all practical people,"" Robertson said in an interview last week. ""The biggest U.S. companies, the biggest international companies -- we compete with them every day, and yet we're partners with them in many projects around the world. That's the way we would like to view this too.""",122
"123","Title: NEWS ANALYSIS; Familiar Trade Fears, but Bigger Risks; Balancing Act for Chevron:   [HOME EDITION ]",4,"Robertson has been featured in public forums bluntly criticizing CNOOC's attempt to break up Unocal's pending sale to Chevron in a cash-and-stock deal valued at $16.9 billion when it was proposed in April. That agreement, worth $16.4 billion on Friday, will be put to a shareholder vote Aug. 10.",123
